timestamp,username,src_ip,dst_ip,protocol,bytes_out,bytes_in,duration_sec,dst_port
2026-01-02 08:47:53,cnguyen,10.0.2.208,117.186.83.95,TCP,6762,19473,401,443
2026-03-17 13:52:09,hgarcia,10.0.0.8,175.36.87.137,TCP,49539,13240,316,80
2026-03-09 16:39:16,jsmith,10.0.2.208,84.28.117.211,UDP,628,14195,54,53
2026-01-18 11:54:13,adavis,10.0.5.167,56.172.52.24,TCP,10601,18397,384,80
2026-01-01 13:40:38,adavis,10.0.4.7,142.150.185.148,TCP,46733,18198,271,22
2026-03-18 15:02:10,cnguyen,10.0.0.56,118.63.193.21,TCP,15573,8303,35,443
2026-02-13 17:33:15,jsmith,10.0.4.109,118.63.193.21,TCP,45700,8231,234,22
2026-02-06 10:47:13,swang,10.0.4.51,117.186.83.95,TCP,14846,13054,189,53
2026-01-10 14:14:24,jsmith,10.0.1.36,187.125.83.119,TCP,12016,17451,314,8080
2026-01-19 09:17:27,cnguyen,10.0.5.190,91.107.136.180,TCP,38330,3544,151,443
2026-03-24 09:40:05,rbrown,10.0.2.63,175.36.87.137,TCP,6636,5610,590,80
2026-03-19 13:01:28,swang,10.0.5.27,187.125.83.119,TCP,47530,17152,72,80
2026-02-13 11:17:55,hgarcia,10.0.3.57,56.172.52.24,TCP,26599,12577,172,443
2026-01-19 17:08:54,klee,10.0.2.208,84.28.117.211,TCP,1059,10013,289,53
2026-03-14 13:57:02,cnguyen,10.0.5.190,91.107.136.180,TCP,31911,8909,122,443
2026-03-14 10:08:42,hgarcia,10.0.1.130,187.125.83.119,TCP,6424,10334,145,53
2026-03-21 13:39:06,klee,10.0.1.179,50.35.23.170,UDP,13588,18784,362,443
2026-01-04 10:24:48,hgarcia,10.0.2.63,56.172.52.24,TCP,37554,16698,589,22
2026-03-04 11:50:04,tjohnson,10.0.1.130,89.135.22.187,UDP,46033,15515,340,53
2026-03-28 08:08:32,adavis,10.0.5.140,50.35.23.170,UDP,21936,10114,513,53
2026-01-14 08:03:08,tjohnson,10.0.0.56,117.186.83.95,UDP,34128,11922,319,8080
2026-03-30 10:53:33,tjohnson,10.0.4.109,118.63.193.21,HTTPS,14312,4222,382,22
2026-02-24 13:39:19,hgarcia,10.0.5.167,142.150.185.148,TCP,7371,15086,44,443
2026-03-21 11:53:54,mwilson,10.0.2.208,118.63.193.21,HTTPS,45151,14589,127,443
2026-02-14 17:02:47,pmartinez,10.0.2.63,118.63.193.21,UDP,23226,9946,401,8080
2026-03-23 15:38:26,pmartinez,10.0.4.109,109.174.142.40,TCP,18058,16829,221,53
2026-03-01 17:48:25,jsmith,10.0.2.63,91.107.136.180,TCP,9549,16582,193,80
2026-03-18 15:02:03,hgarcia,10.0.1.130,56.172.52.24,TCP,1055,11886,290,443
2026-01-13 12:46:02,pmartinez,10.0.1.36,109.174.142.40,UDP,33766,7580,359,443
2026-02-06 15:41:10,rbrown,10.0.3.151,59.148.40.219,TCP,32219,12647,15,22
2026-03-12 14:30:53,cnguyen,10.0.4.109,118.63.193.21,TCP,39883,11271,495,22
2026-03-26 08:48:43,tjohnson,10.0.5.167,118.63.193.21,TCP,42160,5970,86,443
2026-03-07 08:35:03,adavis,10.0.0.56,98.138.112.176,UDP,26824,3340,421,443
2026-03-03 08:39:14,tjohnson,10.0.5.27,117.186.83.95,HTTPS,33488,2838,585,22
2026-03-19 13:41:27,jsmith,10.0.4.23,118.63.193.21,TCP,7341,2749,372,8080
2026-01-22 08:45:20,tjohnson,10.0.4.109,56.172.52.24,HTTPS,19363,15294,431,22
2026-03-20 17:57:39,adavis,10.0.0.190,142.150.185.148,TCP,27778,19800,83,8080
2026-01-19 09:19:49,swang,10.0.5.140,98.49.183.217,UDP,28148,914,120,443
2026-02-05 16:00:10,jsmith,10.0.1.130,98.138.112.176,UDP,26131,5345,114,443
2026-03-27 17:51:01,adavis,10.0.4.109,175.36.87.137,UDP,5378,8391,202,443
2026-02-26 08:29:32,tjohnson,10.0.1.179,142.150.185.148,UDP,30066,15520,443,443
2026-02-09 15:39:57,swang,10.0.5.190,142.150.185.148,TCP,38978,16619,322,8080
2026-01-04 16:48:22,klee,10.0.5.29,84.28.117.211,HTTPS,49945,11217,269,53
2026-02-02 08:08:13,tjohnson,10.0.2.208,98.138.112.176,TCP,43972,2242,242,443
2026-02-21 15:34:34,swang,10.0.4.109,50.35.23.170,TCP,38574,14022,540,8080
2026-03-26 16:58:24,swang,10.0.5.167,142.150.185.148,TCP,26866,18449,248,22
2026-03-24 09:18:24,mwilson,10.0.5.190,117.186.83.95,UDP,5282,7508,398,53
2026-03-03 10:14:07,hgarcia,10.0.5.27,50.35.23.170,TCP,18447,6497,150,443
2026-02-15 14:52:27,adavis,10.0.5.27,109.174.142.40,TCP,30455,4136,578,443
2026-01-11 10:05:18,hgarcia,10.0.2.63,50.35.23.170,TCP,18637,2305,351,80
2026-03-12 14:19:52,pmartinez,10.0.5.190,109.174.142.40,HTTPS,26208,11256,433,22
2026-02-18 11:10:50,klee,10.0.4.23,142.150.185.148,TCP,46758,19739,295,22
2026-02-08 17:57:05,cnguyen,10.0.3.151,84.28.117.211,TCP,28218,5633,438,443
2026-02-11 13:42:53,jsmith,10.0.5.29,109.174.142.40,TCP,9525,11675,291,53
2026-02-03 11:29:38,rbrown,10.0.1.130,109.174.142.40,TCP,42865,267,488,80
2026-01-20 10:23:34,swang,10.0.5.190,187.125.83.119,TCP,35727,14085,569,443
2026-03-16 15:41:11,rbrown,10.0.1.36,50.35.23.170,HTTPS,43301,13900,429,443
2026-01-14 15:04:52,jsmith,10.0.4.51,117.186.83.95,TCP,34962,10977,583,443
2026-03-29 10:56:29,tjohnson,10.0.5.29,98.49.183.217,TCP,27935,8830,568,22
2026-03-15 09:59:14,hgarcia,10.0.0.8,98.49.183.217,TCP,14055,18293,521,53
2026-01-14 12:35:55,jsmith,10.0.2.63,59.148.40.219,TCP,30306,10479,174,443
2026-01-21 13:44:32,klee,10.0.2.208,98.138.112.176,TCP,6447,17018,216,443
2026-01-01 15:18:08,hgarcia,10.0.4.51,109.174.142.40,HTTPS,35071,1481,346,22
2026-02-23 15:51:43,pmartinez,10.0.5.27,142.150.185.148,UDP,33389,12941,135,80
2026-01-18 12:08:36,klee,10.0.1.130,50.35.23.170,TCP,12836,9139,205,443
2026-03-13 08:53:23,adavis,10.0.0.8,91.107.136.180,HTTPS,23730,4257,49,53
2026-02-15 08:53:32,adavis,10.0.5.140,50.35.23.170,TCP,8483,10027,415,443
2026-01-06 08:38:48,mwilson,10.0.5.190,60.51.194.72,TCP,1212,13188,434,22
2026-01-30 16:44:07,rbrown,10.0.0.8,98.138.112.176,HTTPS,31844,7268,507,443
2026-01-01 15:02:22,pmartinez,10.0.3.57,91.107.136.180,HTTPS,14776,13589,60,8080
2026-03-03 09:33:54,tjohnson,10.0.4.23,109.174.142.40,UDP,4908,16278,572,8080
2026-01-11 10:14:58,swang,10.0.4.7,50.35.23.170,UDP,41163,17025,208,53
2026-02-10 16:59:32,pmartinez,10.0.5.29,98.49.183.217,HTTPS,18466,4424,297,80
2026-02-24 14:26:48,rbrown,10.0.5.29,187.125.83.119,TCP,36966,16281,241,443
2026-03-09 12:40:34,swang,10.0.1.36,109.174.142.40,TCP,7238,18046,304,80
2026-03-23 11:31:43,klee,10.0.5.140,98.49.183.217,HTTPS,19072,4979,36,8080
2026-02-22 14:27:07,tjohnson,10.0.4.109,89.135.22.187,TCP,23868,10796,178,80
2026-02-02 13:53:47,klee,10.0.1.130,59.148.40.219,TCP,28372,18657,403,53
2026-02-03 13:07:05,klee,10.0.5.167,50.35.23.170,HTTPS,10225,19074,507,22
2026-01-31 08:37:34,jsmith,10.0.4.23,98.138.112.176,UDP,28267,10674,374,53
2026-01-14 08:52:47,mwilson,10.0.4.23,50.35.23.170,HTTPS,18735,19046,322,80
2026-01-24 17:30:42,swang,10.0.3.57,118.63.193.21,TCP,48397,16017,232,80
2026-02-07 16:46:05,adavis,10.0.1.130,84.28.117.211,TCP,28190,13331,23,443
2026-03-01 16:51:20,tjohnson,10.0.1.130,91.107.136.180,TCP,49828,15034,280,443
2026-01-09 10:25:39,tjohnson,10.0.3.57,60.51.194.72,HTTPS,15732,2131,506,443
2026-01-07 12:36:23,mwilson,10.0.4.7,56.172.52.24,TCP,12243,15297,265,443
2026-01-07 13:01:38,pmartinez,10.0.0.195,59.148.40.219,UDP,33990,7816,516,8080
2026-02-23 10:48:01,pmartinez,10.0.5.140,187.125.83.119,HTTPS,30413,19650,590,22
2026-03-11 12:57:56,swang,10.0.2.208,142.150.185.148,TCP,29891,4047,447,80
2026-03-31 10:09:21,jsmith,10.0.0.195,91.107.136.180,HTTPS,40335,19004,401,443
2026-01-30 15:48:12,rbrown,10.0.2.208,175.36.87.137,TCP,3371,4388,197,443
2026-02-20 16:44:07,pmartinez,10.0.4.51,109.174.142.40,HTTPS,12963,438,436,22
2026-02-26 14:37:01,klee,10.0.5.190,60.51.194.72,TCP,20198,19757,537,443
2026-02-13 10:56:02,adavis,10.0.3.151,118.63.193.21,HTTPS,27357,9816,544,443
2026-02-21 15:45:31,rbrown,10.0.3.57,118.63.193.21,HTTPS,26776,19335,38,443
2026-02-03 09:41:55,adavis,10.0.4.51,187.125.83.119,TCP,11043,10653,132,8080
2026-01-02 08:50:06,hgarcia,10.0.2.208,175.36.87.137,TCP,46863,2984,208,443
2026-01-03 09:52:00,cnguyen,10.0.0.190,98.49.183.217,TCP,5978,8970,147,22
2026-01-28 17:27:46,tjohnson,10.0.5.140,60.51.194.72,TCP,30243,9864,113,22
2026-01-12 08:10:41,cnguyen,10.0.3.57,59.148.40.219,UDP,43604,19922,499,443
2026-01-26 08:17:31,cnguyen,10.0.4.109,142.150.185.148,TCP,20718,14868,420,443
2026-02-01 15:46:37,mwilson,10.0.3.57,109.174.142.40,UDP,45575,16159,256,443
2026-03-17 10:09:30,swang,10.0.0.56,117.186.83.95,TCP,19575,12285,9,8080
2026-02-18 13:26:28,adavis,10.0.5.190,118.63.193.21,TCP,33665,1662,474,80
2026-02-27 08:14:26,adavis,10.0.2.208,117.186.83.95,TCP,1476,8389,59,80
2026-01-31 09:12:30,jsmith,10.0.1.36,59.148.40.219,TCP,31697,6668,103,8080
2026-03-11 09:28:14,swang,10.0.0.195,109.174.142.40,UDP,15711,14850,379,443
2026-03-18 11:13:05,jsmith,10.0.1.179,98.49.183.217,TCP,11301,15780,1,443
2026-03-03 11:58:02,cnguyen,10.0.1.179,117.186.83.95,TCP,35592,9839,153,443
2026-02-04 09:18:53,adavis,10.0.3.151,60.51.194.72,HTTPS,42682,2761,284,443
2026-01-15 16:26:50,tjohnson,10.0.4.109,98.49.183.217,UDP,27593,13612,470,53
2026-02-06 10:49:20,rbrown,10.0.1.36,109.174.142.40,TCP,45607,557,337,443
2026-01-31 14:24:01,mwilson,10.0.1.179,89.135.22.187,TCP,18202,4283,545,80
2026-01-30 08:59:56,cnguyen,10.0.4.109,187.125.83.119,HTTPS,7568,13994,437,53
2026-01-19 13:37:40,adavis,10.0.5.29,187.125.83.119,TCP,1184,7327,384,443
2026-01-29 12:42:06,pmartinez,10.0.0.195,59.148.40.219,TCP,44258,9217,401,443
2026-01-02 12:57:19,rbrown,10.0.3.151,98.138.112.176,TCP,46330,16555,467,443
2026-01-24 09:30:15,klee,10.0.1.130,98.138.112.176,TCP,22362,17228,243,80
2026-03-21 17:48:33,tjohnson,10.0.3.151,98.138.112.176,TCP,20935,15077,158,53
2026-02-22 10:27:42,rbrown,10.0.5.29,89.135.22.187,TCP,3525,17221,301,22
2026-02-04 14:00:22,mwilson,10.0.4.23,56.172.52.24,TCP,19171,1519,137,443
2026-02-20 15:30:00,jsmith,10.0.5.29,45.33.32.156,TCP,1186735,261,59,443
2026-01-17 16:12:42,pmartinez,10.0.0.195,91.107.136.180,HTTPS,37537,5951,67,8080
2026-03-05 13:09:58,cnguyen,10.0.4.109,187.125.83.119,UDP,14268,8867,100,443
2026-01-06 10:23:31,adavis,10.0.0.56,89.135.22.187,TCP,25125,6897,39,443
2026-03-17 10:38:24,swang,10.0.4.23,142.150.185.148,TCP,13027,19101,15,443
2026-03-14 16:44:19,mwilson,10.0.3.57,50.35.23.170,TCP,29596,632,294,80
2026-02-23 12:58:36,pmartinez,10.0.3.151,118.63.193.21,TCP,28265,5338,279,80
2026-01-01 13:50:14,cnguyen,10.0.3.151,118.63.193.21,TCP,43667,8867,315,53
2026-02-17 16:42:11,rbrown,10.0.0.56,98.138.112.176,TCP,19644,16094,502,53
2026-01-22 17:44:00,hgarcia,10.0.3.151,59.148.40.219,HTTPS,46883,17405,266,443
2026-01-24 15:46:04,mwilson,10.0.5.29,175.36.87.137,TCP,45197,13515,533,443
2026-03-16 12:14:46,cnguyen,10.0.0.8,91.107.136.180,UDP,44448,4233,140,8080
2026-03-21 15:00:06,mwilson,10.0.2.63,187.125.83.119,UDP,34903,13859,296,22
2026-03-01 11:44:32,klee,10.0.5.167,98.49.183.217,TCP,20892,9170,575,443
2026-01-03 11:37:19,tjohnson,10.0.5.27,117.186.83.95,TCP,17501,12132,521,22
2026-01-06 12:55:08,tjohnson,10.0.3.151,117.186.83.95,UDP,14212,2867,482,53
2026-01-20 09:01:26,tjohnson,10.0.5.29,109.174.142.40,TCP,13092,2270,226,80
2026-02-13 14:40:28,rbrown,10.0.5.167,118.63.193.21,UDP,46382,4610,188,22
2026-01-01 14:03:26,cnguyen,10.0.4.7,91.107.136.180,TCP,30442,9185,20,53
2026-02-26 11:31:32,hgarcia,10.0.3.151,50.35.23.170,TCP,18148,2186,326,443
2026-02-24 14:02:32,jsmith,10.0.1.130,187.125.83.119,HTTPS,32744,9461,589,443
2026-01-15 15:54:47,pmartinez,10.0.3.57,89.135.22.187,HTTPS,46226,5770,400,443
2026-03-14 12:35:59,adavis,10.0.3.57,187.125.83.119,TCP,28286,16868,140,443
2026-02-15 14:26:29,cnguyen,10.0.5.29,84.28.117.211,HTTPS,2231,13992,91,53
2026-03-18 11:15:53,klee,10.0.0.195,59.148.40.219,TCP,35466,10699,412,8080
2026-03-16 16:30:06,rbrown,10.0.0.56,84.28.117.211,HTTPS,14281,18910,159,443
2026-03-28 12:13:11,klee,10.0.3.57,109.174.142.40,TCP,36383,11624,70,53
2026-01-06 11:00:42,pmartinez,10.0.4.23,59.148.40.219,UDP,12815,16179,108,443
2026-01-16 17:36:19,pmartinez,10.0.0.195,89.135.22.187,HTTPS,47474,15239,283,443
2026-01-07 11:52:48,jsmith,10.0.3.151,98.49.183.217,TCP,6002,5855,455,80
2026-01-22 08:21:46,hgarcia,10.0.1.179,50.35.23.170,UDP,48290,2071,112,8080
2026-03-27 14:35:32,hgarcia,10.0.4.23,98.138.112.176,TCP,30500,12293,246,443
2026-01-08 11:04:00,mwilson,10.0.0.195,98.138.112.176,UDP,10311,6177,482,22
2026-02-14 17:58:40,pmartinez,10.0.5.29,98.138.112.176,HTTPS,15466,6836,373,22
2026-01-13 15:23:59,jsmith,10.0.4.23,59.148.40.219,TCP,15017,848,288,22
2026-03-20 15:20:17,rbrown,10.0.4.51,109.174.142.40,TCP,29446,7860,272,22
2026-01-20 09:46:42,hgarcia,10.0.0.195,117.186.83.95,TCP,21716,10571,15,443
2026-01-12 13:57:52,klee,10.0.1.130,117.186.83.95,HTTPS,40911,3731,47,80
2026-01-30 08:13:14,swang,10.0.4.109,117.186.83.95,HTTPS,31779,15413,101,8080
2026-03-17 16:16:08,swang,10.0.1.130,117.186.83.95,HTTPS,23312,19352,414,80
2026-01-08 17:21:07,rbrown,10.0.4.7,84.28.117.211,TCP,3340,5151,183,443
2026-02-17 10:41:18,hgarcia,10.0.5.29,118.63.193.21,TCP,12147,13117,193,80
2026-02-17 08:21:27,jsmith,10.0.5.190,50.35.23.170,TCP,35096,10599,392,443
2026-01-21 17:31:19,hgarcia,10.0.0.195,109.174.142.40,HTTPS,28664,3854,454,53
2026-01-26 09:59:35,rbrown,10.0.2.63,142.150.185.148,UDP,14397,5135,407,8080
2026-03-06 17:40:38,mwilson,10.0.0.190,56.172.52.24,TCP,23226,16056,560,80
2026-01-10 13:04:45,mwilson,10.0.2.208,98.49.183.217,UDP,46423,847,404,8080
2026-02-17 10:30:47,pmartinez,10.0.2.208,187.125.83.119,TCP,3003,12308,30,8080
2026-03-16 12:45:05,klee,10.0.4.7,60.51.194.72,TCP,43719,6946,80,80
2026-01-19 10:55:33,hgarcia,10.0.0.195,187.125.83.119,HTTPS,2580,4389,510,53
2026-01-19 09:52:39,rbrown,10.0.0.56,187.125.83.119,TCP,15852,16381,372,80
2026-01-27 16:42:02,mwilson,10.0.1.179,50.35.23.170,TCP,44947,9536,280,80
2026-03-19 14:05:49,jsmith,10.0.1.130,84.28.117.211,TCP,36734,2279,51,8080
2026-03-27 11:19:53,adavis,10.0.4.23,175.36.87.137,TCP,20848,1947,389,22
2026-03-11 12:33:20,klee,10.0.1.179,84.28.117.211,TCP,37449,5637,145,443
2026-03-12 09:53:58,klee,10.0.5.167,56.172.52.24,TCP,37914,8751,311,8080
2026-01-13 12:53:15,mwilson,10.0.3.151,50.35.23.170,TCP,37759,1763,565,80
2026-01-20 11:03:51,rbrown,10.0.3.57,59.148.40.219,TCP,18484,14003,123,80
2026-02-07 15:47:59,mwilson,10.0.4.109,98.49.183.217,TCP,18895,9191,88,443
2026-03-03 17:09:01,jsmith,10.0.1.179,175.36.87.137,HTTPS,5662,18936,392,80
2026-02-19 16:54:47,pmartinez,10.0.2.63,84.28.117.211,TCP,28398,2739,385,443
2026-03-14 09:08:16,mwilson,10.0.0.195,98.138.112.176,TCP,34780,9189,197,53
2026-02-11 15:03:32,rbrown,10.0.5.167,91.107.136.180,TCP,20441,3806,276,443
2026-03-20 10:01:37,swang,10.0.4.51,59.148.40.219,HTTPS,2951,9706,166,443
2026-01-08 17:09:06,tjohnson,10.0.4.23,118.63.193.21,TCP,17731,18670,105,443
2026-03-30 16:05:09,hgarcia,10.0.5.29,117.186.83.95,HTTPS,24740,15061,389,443
2026-03-24 15:03:22,hgarcia,10.0.5.29,117.186.83.95,UDP,22031,9976,363,80
2026-01-29 12:35:07,tjohnson,10.0.5.190,89.135.22.187,TCP,35467,8005,299,80
2026-02-05 10:57:30,cnguyen,10.0.2.63,59.148.40.219,TCP,30606,6262,181,443
2026-01-01 15:53:39,jsmith,10.0.0.56,91.107.136.180,TCP,535,2171,494,443
2026-02-13 12:36:47,adavis,10.0.5.29,59.148.40.219,TCP,15972,19257,580,22
2026-03-16 08:34:17,klee,10.0.5.190,118.63.193.21,TCP,27832,774,458,443
2026-02-25 16:12:48,jsmith,10.0.3.57,60.51.194.72,TCP,8382,17627,185,80
2026-03-07 12:09:47,pmartinez,10.0.5.27,98.49.183.217,HTTPS,19658,12790,264,22
2026-03-27 10:34:13,hgarcia,10.0.1.36,117.186.83.95,HTTPS,22106,4434,553,80
2026-03-07 15:02:16,cnguyen,10.0.5.167,98.49.183.217,TCP,26597,17152,109,443
2026-02-14 15:48:15,adavis,10.0.0.8,142.150.185.148,TCP,45667,14771,339,53
2026-03-07 10:03:39,cnguyen,10.0.1.130,98.49.183.217,TCP,47246,2116,306,443
2026-03-29 17:08:40,tjohnson,10.0.3.151,118.63.193.21,TCP,28091,15974,456,443
2026-02-18 15:18:52,cnguyen,10.0.5.140,98.49.183.217,TCP,26717,9650,4,8080
2026-02-28 09:52:44,swang,10.0.5.140,59.148.40.219,TCP,43275,13474,390,443
2026-03-08 17:28:15,tjohnson,10.0.5.190,59.148.40.219,HTTPS,42533,3842,340,53
2026-02-20 10:27:14,rbrown,10.0.1.36,175.36.87.137,TCP,33546,4078,591,53
2026-02-18 11:53:13,swang,10.0.0.195,98.138.112.176,UDP,33323,11737,366,8080
2026-03-06 08:15:02,adavis,10.0.4.23,98.49.183.217,TCP,14604,4597,566,443
2026-03-05 16:59:49,hgarcia,10.0.1.130,59.148.40.219,TCP,22718,9730,369,8080
2026-01-24 15:21:18,jsmith,10.0.3.151,98.49.183.217,TCP,17933,12403,425,443
2026-02-14 14:10:29,rbrown,10.0.5.29,91.107.136.180,TCP,13633,5838,309,443
2026-03-27 13:36:23,tjohnson,10.0.0.56,118.63.193.21,TCP,37700,10185,487,22
2026-01-31 09:40:40,rbrown,10.0.1.36,109.174.142.40,UDP,28808,987,343,53
2026-02-13 14:31:16,adavis,10.0.2.63,98.138.112.176,TCP,18748,4016,363,53
2026-03-03 08:11:09,mwilson,10.0.4.109,98.49.183.217,HTTPS,49105,18113,206,443
2026-01-05 08:22:56,swang,10.0.0.8,142.150.185.148,TCP,11950,16697,33,53
2026-02-09 17:18:20,mwilson,10.0.0.190,91.107.136.180,TCP,23796,7385,287,443
2026-01-25 14:07:11,rbrown,10.0.5.140,142.150.185.148,TCP,23278,13244,132,53
2026-02-06 17:24:42,rbrown,10.0.0.195,84.28.117.211,TCP,21626,3627,368,53
2026-01-09 13:55:14,pmartinez,10.0.0.195,187.125.83.119,HTTPS,4738,11446,387,22
2026-03-02 13:28:44,pmartinez,10.0.5.167,109.174.142.40,TCP,19375,6498,481,443
2026-03-29 17:57:23,adavis,10.0.4.7,89.135.22.187,TCP,29108,2098,244,443
2026-01-23 16:14:37,pmartinez,10.0.1.130,84.28.117.211,HTTPS,47371,15550,135,443
2026-02-17 14:47:39,hgarcia,10.0.2.63,142.150.185.148,UDP,31703,3491,395,443
2026-02-12 16:25:59,pmartinez,10.0.4.23,118.63.193.21,TCP,13468,9410,403,80
2026-01-19 16:12:40,klee,10.0.0.190,89.135.22.187,TCP,6073,18881,579,80
2026-03-31 14:04:58,klee,10.0.3.57,50.35.23.170,UDP,40204,6110,590,22
2026-03-12 12:54:34,cnguyen,10.0.5.140,50.35.23.170,HTTPS,47634,18822,532,443
2026-01-21 14:24:56,adavis,10.0.1.130,91.107.136.180,UDP,11058,6091,306,80
2026-03-14 13:15:47,swang,10.0.3.151,91.107.136.180,HTTPS,3275,14901,173,22
2026-01-16 14:30:21,jsmith,10.0.1.130,91.107.136.180,TCP,12762,11931,314,443
2026-02-07 10:33:34,rbrown,10.0.0.56,89.135.22.187,TCP,34032,18280,320,8080
2026-02-18 10:11:04,pmartinez,10.0.5.167,91.107.136.180,TCP,6697,14722,351,22
2026-01-20 09:58:24,mwilson,10.0.0.56,89.135.22.187,TCP,19577,17383,72,443
2026-01-12 09:00:09,tjohnson,10.0.1.179,84.28.117.211,TCP,34567,3374,254,443
2026-01-12 15:41:42,adavis,10.0.3.151,89.135.22.187,TCP,38959,18975,587,443
2026-01-17 10:23:11,cnguyen,10.0.5.27,89.135.22.187,UDP,12426,16669,113,443
2026-02-03 14:25:04,pmartinez,10.0.3.151,175.36.87.137,TCP,19005,6592,562,443
2026-01-06 13:09:52,cnguyen,10.0.4.23,98.138.112.176,TCP,46401,1922,184,53
2026-01-31 09:44:15,pmartinez,10.0.5.140,175.36.87.137,UDP,24216,2811,361,8080
2026-02-04 13:51:06,jsmith,10.0.5.29,59.148.40.219,UDP,48028,4750,27,8080
2026-02-15 12:39:01,rbrown,10.0.5.190,142.150.185.148,TCP,19562,5117,27,80
2026-01-27 08:10:22,pmartinez,10.0.3.151,98.138.112.176,HTTPS,14313,11630,538,443
2026-02-22 09:40:28,hgarcia,10.0.3.151,117.186.83.95,TCP,44259,9699,431,443
2026-03-07 16:32:19,klee,10.0.5.140,56.172.52.24,TCP,32454,413,327,8080
2026-03-07 10:26:35,jsmith,10.0.3.57,187.125.83.119,UDP,35766,2859,80,8080
2026-03-25 16:07:44,swang,10.0.4.23,59.148.40.219,UDP,2636,5339,573,443
2026-03-02 15:38:10,jsmith,10.0.2.63,142.150.185.148,HTTPS,15313,11503,15,443
2026-02-11 16:39:47,pmartinez,10.0.5.167,187.125.83.119,TCP,32088,849,391,443
2026-01-10 11:33:50,jsmith,10.0.5.29,50.35.23.170,HTTPS,34583,8910,498,443
2026-03-03 08:38:07,klee,10.0.4.7,175.36.87.137,TCP,35317,13183,255,443
2026-03-05 13:00:24,cnguyen,10.0.4.23,59.148.40.219,TCP,4826,9324,378,80
2026-03-13 15:31:30,mwilson,10.0.5.29,98.138.112.176,UDP,38853,8150,207,443
2026-02-05 17:06:43,jsmith,10.0.5.27,50.35.23.170,UDP,45028,5712,58,80
2026-03-30 15:42:23,klee,10.0.0.8,187.125.83.119,TCP,642,5070,151,443
2026-03-15 12:38:34,adavis,10.0.5.27,60.51.194.72,TCP,17361,12666,475,443
2026-02-25 12:35:41,jsmith,10.0.1.36,91.107.136.180,HTTPS,6080,6505,555,8080
2026-03-23 13:39:06,adavis,10.0.5.29,89.135.22.187,TCP,1181,4746,108,443
2026-02-08 14:54:39,klee,10.0.5.27,59.148.40.219,TCP,34085,10477,383,80
2026-03-09 12:36:17,pmartinez,10.0.1.179,109.174.142.40,TCP,10200,17297,296,80
2026-01-28 14:37:46,klee,10.0.0.56,142.150.185.148,HTTPS,26928,8547,575,8080
2026-01-30 11:01:59,pmartinez,10.0.0.190,109.174.142.40,TCP,35508,12631,19,8080
2026-03-31 08:40:14,tjohnson,10.0.4.109,59.148.40.219,HTTPS,14468,8032,493,22
2026-01-06 11:47:52,hgarcia,10.0.4.51,59.148.40.219,HTTPS,34151,2657,170,443
2026-03-23 12:53:35,cnguyen,10.0.5.190,142.150.185.148,TCP,6611,3256,27,443
2026-01-03 17:57:02,mwilson,10.0.2.208,60.51.194.72,TCP,936,16202,27,443
2026-02-17 17:13:00,klee,10.0.4.23,98.138.112.176,UDP,7770,9288,583,8080
2026-01-26 12:30:12,mwilson,10.0.2.63,142.150.185.148,HTTPS,43224,9844,479,22
2026-03-15 14:08:25,jsmith,10.0.5.29,59.148.40.219,HTTPS,30661,1980,87,80
2026-02-20 14:15:00,jsmith,10.0.5.29,45.33.32.156,TCP,820035,196,48,443
2026-01-12 09:23:02,adavis,10.0.2.208,89.135.22.187,TCP,13387,10988,257,443
2026-02-07 12:52:05,hgarcia,10.0.0.190,118.63.193.21,HTTPS,25661,16431,20,53
2026-01-08 13:41:30,swang,10.0.1.179,89.135.22.187,UDP,27949,7728,584,53
2026-01-21 12:18:53,tjohnson,10.0.4.7,109.174.142.40,TCP,28516,12730,334,8080
2026-01-11 08:44:12,tjohnson,10.0.5.29,89.135.22.187,UDP,43008,4956,248,443
2026-01-20 10:38:31,mwilson,10.0.1.36,187.125.83.119,UDP,32856,10150,241,443
2026-01-26 17:30:24,adavis,10.0.0.56,50.35.23.170,TCP,15065,13514,575,443
2026-02-10 15:47:04,swang,10.0.4.51,84.28.117.211,TCP,9015,6939,318,443
2026-01-03 11:56:38,hgarcia,10.0.5.190,187.125.83.119,TCP,24691,12071,349,8080
2026-03-22 11:03:47,tjohnson,10.0.5.27,56.172.52.24,TCP,25237,1063,435,443
2026-02-17 12:43:07,pmartinez,10.0.2.208,84.28.117.211,UDP,43235,11609,183,80
2026-03-01 12:50:15,mwilson,10.0.0.195,60.51.194.72,TCP,8841,18001,580,443
2026-03-29 12:52:43,rbrown,10.0.5.167,117.186.83.95,UDP,35503,2548,356,443
2026-03-27 10:50:12,mwilson,10.0.4.23,60.51.194.72,UDP,46005,12463,326,8080
2026-02-06 12:23:27,cnguyen,10.0.5.190,60.51.194.72,TCP,7623,14571,450,443
2026-02-08 15:05:16,mwilson,10.0.5.167,175.36.87.137,TCP,35621,6876,73,22
2026-01-21 13:32:45,hgarcia,10.0.3.151,187.125.83.119,HTTPS,47216,11473,221,443
2026-02-25 13:57:14,pmartinez,10.0.2.208,56.172.52.24,UDP,19086,19919,218,8080
2026-03-17 14:06:08,cnguyen,10.0.3.151,59.148.40.219,TCP,33518,11916,480,443
2026-02-03 15:36:53,adavis,10.0.2.63,117.186.83.95,UDP,6277,4009,93,443
