timestamp,username,source_ip,hostname,event_type,auth_method,port
2026-02-14 02:34:50,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-13 13:07:11,swang,10.0.2.208,WORKSTATION-013,SUCCESS,password,194
2026-03-11 11:04:37,cnguyen,10.0.4.109,WORKSTATION-004,SUCCESS,password,234
2026-01-05 10:31:08,adavis,10.0.5.167,WORKSTATION-004,SUCCESS,password,180
2026-02-14 02:30:00,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-02 15:01:07,adavis,10.0.5.190,WORKSTATION-015,SUCCESS,password,299
2026-03-02 16:20:58,jsmith,10.0.1.179,WORKSTATION-008,SUCCESS,password,405
2026-03-06 14:31:38,pmartinez,10.0.5.140,WORKSTATION-014,SUCCESS,password,342
2026-02-14 02:34:00,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-08 16:32:59,hgarcia,10.0.5.167,WORKSTATION-018,SUCCESS,password,264
2026-03-17 17:06:09,mwilson,10.0.1.36,WORKSTATION-006,SUCCESS,password,240
2026-02-14 02:33:35,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-28 17:43:39,swang,10.0.1.36,WORKSTATION-005,FAILED,password,281
2026-02-17 11:20:35,mwilson,10.0.4.7,FILESERVER-01,FAILED,password,178
2026-01-01 12:36:38,jsmith,10.0.1.36,WORKSTATION-011,SUCCESS,password,408
2026-01-21 17:09:48,jsmith,10.0.4.51,WORKSTATION-003,SUCCESS,password,368
2026-03-02 08:38:03,swang,10.0.1.36,SERVER-02,SUCCESS,password,104
2026-02-24 14:52:23,rbrown,10.0.0.190,MAILSERVER-01,SUCCESS,password,350
2026-02-22 08:53:23,mwilson,10.0.0.195,WORKSTATION-018,SUCCESS,password,145
2026-02-14 02:34:40,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-14 02:33:00,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-18 16:17:52,rbrown,10.0.5.29,WORKSTATION-010,SUCCESS,password,380
2026-01-04 14:17:35,cnguyen,10.0.0.8,WORKSTATION-005,SUCCESS,password,210
2026-01-02 11:41:31,adavis,10.0.2.63,WORKSTATION-015,SUCCESS,password,111
2026-03-23 14:50:31,jsmith,10.0.5.190,SERVER-05,FAILED,password,228
2026-02-25 14:36:25,rbrown,10.0.5.167,WORKSTATION-010,SUCCESS,password,90
2026-03-08 12:09:53,klee,10.0.0.190,SERVER-04,SUCCESS,password,184
2026-02-03 11:41:04,jsmith,10.0.0.190,DC-01,SUCCESS,password,206
2026-01-28 15:34:00,rbrown,10.0.3.57,DC-01,SUCCESS,password,84
2026-01-29 13:07:51,swang,10.0.3.151,WORKSTATION-009,FAILED,password,374
2026-02-02 13:08:42,pmartinez,10.0.4.109,WORKSTATION-004,SUCCESS,password,115
2026-03-31 10:45:41,rbrown,10.0.5.190,WORKSTATION-017,SUCCESS,password,406
2026-03-20 10:21:45,tjohnson,10.0.5.190,FILESERVER-01,SUCCESS,password,245
2026-01-04 10:04:15,pmartinez,10.0.4.7,WORKSTATION-012,SUCCESS,password,370
2026-01-20 15:22:19,tjohnson,10.0.4.109,WORKSTATION-008,SUCCESS,password,178
2026-02-24 10:47:46,hgarcia,10.0.3.57,WORKSTATION-012,SUCCESS,password,329
2026-02-20 14:38:36,mwilson,10.0.5.29,SERVER-05,SUCCESS,password,225
2026-01-27 14:44:54,pmartinez,10.0.3.57,FILESERVER-01,SUCCESS,password,165
2026-01-04 20:22:09,svc_backup,98.49.183.217,WORKSTATION-012,SUCCESS,password,3389
2026-01-19 14:31:25,hgarcia,10.0.4.109,WORKSTATION-005,SUCCESS,password,82
2026-02-11 11:31:17,tjohnson,10.0.1.130,MAILSERVER-01,SUCCESS,password,360
2026-01-31 14:08:38,rbrown,10.0.2.63,WORKSTATION-010,SUCCESS,password,409
2026-02-14 02:36:00,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-21 09:32:41,hgarcia,10.0.5.190,WORKSTATION-019,FAILED,password,158
2026-03-05 11:02:30,rbrown,194.165.16.72,DC-01,FAILED,password,389
2026-02-06 14:28:55,cnguyen,10.0.4.51,WORKSTATION-013,SUCCESS,password,418
2026-03-15 08:08:32,tjohnson,10.0.0.56,WORKSTATION-008,SUCCESS,password,374
2026-02-08 11:35:20,tjohnson,10.0.0.56,WORKSTATION-013,SUCCESS,password,412
2026-02-14 02:31:30,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-25 16:51:36,swang,10.0.1.179,WORKSTATION-005,SUCCESS,password,309
2026-01-29 15:36:50,rbrown,10.0.4.109,WORKSTATION-011,SUCCESS,password,281
2026-02-17 10:48:58,klee,10.0.3.151,WORKSTATION-009,SUCCESS,password,375
2026-03-12 16:19:29,jsmith,10.0.5.29,WORKSTATION-002,FAILED,password,285
2026-02-14 02:35:40,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-03 15:06:55,mwilson,10.0.5.29,WORKSTATION-019,SUCCESS,password,325
2026-01-28 15:56:09,klee,10.0.0.190,SERVER-01,SUCCESS,password,205
2026-02-05 16:17:51,pmartinez,10.0.2.63,SERVER-05,SUCCESS,password,300
2026-02-14 02:30:20,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-01 11:30:04,adavis,10.0.5.27,WORKSTATION-019,SUCCESS,password,428
2026-03-16 15:15:47,cnguyen,10.0.0.190,WORKSTATION-007,SUCCESS,password,128
2026-01-17 17:29:53,rbrown,10.0.4.7,WORKSTATION-003,SUCCESS,password,134
2026-02-11 09:47:47,adavis,10.0.4.7,FILESERVER-01,SUCCESS,password,110
2026-01-20 13:14:24,mwilson,10.0.0.195,MAILSERVER-01,SUCCESS,password,361
2026-01-22 14:19:17,swang,10.0.0.190,WORKSTATION-018,FAILED,password,169
2026-02-14 02:31:15,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-16 11:18:13,pmartinez,10.0.0.190,WORKSTATION-019,SUCCESS,password,111
2026-02-18 14:56:35,klee,10.0.3.57,WORKSTATION-002,SUCCESS,password,276
2026-01-08 16:59:11,rbrown,10.0.3.57,WORKSTATION-011,SUCCESS,password,373
2026-02-26 16:50:47,pmartinez,10.0.0.190,WORKSTATION-015,FAILED,password,372
2026-02-19 21:36:59,admin,56.172.52.24,WORKSTATION-004,SUCCESS,password,3389
2026-01-16 15:35:45,klee,10.0.5.167,WORKSTATION-018,SUCCESS,password,118
2026-03-15 11:44:30,swang,10.0.3.57,WORKSTATION-015,SUCCESS,password,127
2026-03-28 14:47:20,jsmith,10.0.1.179,WORKSTATION-009,SUCCESS,password,197
2026-01-26 09:56:06,mwilson,10.0.2.208,WORKSTATION-005,SUCCESS,password,389
2026-03-14 10:55:04,swang,10.0.0.8,DC-01,SUCCESS,password,292
2026-03-14 11:37:04,jsmith,10.0.0.190,WORKSTATION-014,SUCCESS,password,112
2026-03-29 16:36:42,klee,10.0.0.190,WORKSTATION-006,FAILED,password,241
2026-02-14 17:15:44,cnguyen,10.0.4.109,WORKSTATION-010,SUCCESS,password,121
2026-01-13 08:22:50,jsmith,10.0.4.109,WORKSTATION-019,SUCCESS,password,169
2026-02-11 11:26:44,pmartinez,10.0.4.7,WORKSTATION-012,FAILED,password,223
2026-01-22 11:39:16,rbrown,10.0.5.27,SERVER-02,SUCCESS,password,401
2026-03-21 09:48:34,pmartinez,10.0.5.27,WORKSTATION-005,SUCCESS,password,361
2026-02-07 17:38:56,adavis,10.0.1.130,WORKSTATION-017,FAILED,password,294
2026-01-02 12:35:59,mwilson,10.0.0.195,WORKSTATION-019,SUCCESS,password,231
2026-02-14 12:16:29,tjohnson,10.0.0.190,WORKSTATION-004,SUCCESS,password,100
2026-02-13 06:00:46,svc_backup,98.49.183.217,SERVER-01,SUCCESS,password,3389
2026-03-31 17:07:49,jsmith,10.0.5.140,WORKSTATION-015,SUCCESS,password,338
2026-01-02 08:40:46,tjohnson,10.0.4.109,WORKSTATION-008,SUCCESS,password,256
2026-01-09 14:32:29,jsmith,10.0.4.109,WORKSTATION-007,SUCCESS,password,104
2026-02-07 12:11:01,rbrown,10.0.1.130,SERVER-01,SUCCESS,password,223
2026-02-28 08:55:04,hgarcia,10.0.4.23,FILESERVER-01,SUCCESS,password,423
2026-03-07 15:11:39,hgarcia,10.0.4.51,DC-01,SUCCESS,password,94
2026-03-18 11:45:47,tjohnson,10.0.5.167,WORKSTATION-009,SUCCESS,password,148
2026-01-26 11:00:45,cnguyen,10.0.5.29,WORKSTATION-019,SUCCESS,password,346
2026-02-23 14:54:24,tjohnson,10.0.4.23,WORKSTATION-005,SUCCESS,password,156
2026-03-27 12:15:03,rbrown,10.0.4.109,WORKSTATION-019,FAILED,password,123
2026-03-01 11:14:08,rbrown,10.0.3.57,WORKSTATION-005,SUCCESS,password,390
2026-01-04 17:44:07,tjohnson,10.0.4.23,WORKSTATION-001,SUCCESS,password,294
2026-02-16 10:33:40,hgarcia,10.0.1.179,DC-01,SUCCESS,password,155
2026-03-05 17:46:57,mwilson,10.0.1.179,WORKSTATION-011,SUCCESS,password,368
2026-01-25 11:04:21,adavis,10.0.5.29,WORKSTATION-019,SUCCESS,password,381
2026-03-20 09:29:04,rbrown,10.0.5.27,DC-01,FAILED,password,426
2026-02-06 11:44:51,jsmith,10.0.1.130,WORKSTATION-014,SUCCESS,password,159
2026-01-10 14:24:24,jsmith,10.0.2.208,WORKSTATION-016,SUCCESS,password,84
2026-02-22 16:58:00,mwilson,10.0.1.179,WORKSTATION-011,SUCCESS,password,137
2026-03-27 13:56:26,swang,10.0.0.8,WORKSTATION-013,SUCCESS,password,372
2026-03-06 11:30:24,swang,10.0.0.56,WORKSTATION-011,SUCCESS,password,101
2026-01-18 08:16:24,pmartinez,10.0.1.130,WORKSTATION-007,SUCCESS,password,252
2026-03-05 12:12:09,klee,10.0.3.151,DC-01,SUCCESS,password,109
2026-02-20 16:44:44,rbrown,10.0.1.179,WORKSTATION-004,SUCCESS,password,207
2026-01-15 09:08:17,hgarcia,10.0.1.179,SERVER-02,SUCCESS,password,246
2026-03-16 14:52:36,cnguyen,10.0.2.63,WORKSTATION-005,FAILED,password,408
2026-01-03 14:43:27,pmartinez,10.0.5.190,WORKSTATION-012,SUCCESS,password,175
2026-01-15 13:53:15,tjohnson,10.0.4.51,WORKSTATION-016,SUCCESS,password,403
2026-03-31 13:22:00,klee,10.0.5.190,WORKSTATION-005,SUCCESS,password,285
2026-03-07 16:01:38,hgarcia,10.0.0.8,WORKSTATION-001,SUCCESS,password,439
2026-03-05 09:02:53,swang,10.0.5.27,WORKSTATION-006,FAILED,password,183
2026-02-02 13:18:13,rbrown,10.0.1.179,WORKSTATION-017,SUCCESS,password,367
2026-03-15 09:05:42,mwilson,10.0.4.7,FILESERVER-01,SUCCESS,password,381
2026-03-30 17:01:45,rbrown,10.0.4.7,WORKSTATION-019,SUCCESS,password,368
2026-03-26 13:52:03,swang,10.0.3.151,FILESERVER-01,SUCCESS,password,239
2026-02-23 08:33:12,klee,10.0.2.63,WORKSTATION-008,SUCCESS,password,330
2026-01-09 16:24:11,klee,10.0.4.7,WORKSTATION-013,SUCCESS,password,308
2026-01-22 14:44:15,klee,10.0.0.56,SERVER-03,SUCCESS,password,322
2026-01-14 17:52:49,hgarcia,10.0.5.190,SERVER-01,SUCCESS,password,215
2026-03-15 08:19:29,jsmith,10.0.2.208,WORKSTATION-014,SUCCESS,password,197
2026-02-02 10:04:32,tjohnson,10.0.1.36,WORKSTATION-017,SUCCESS,password,258
2026-02-14 02:30:30,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-03 17:04:33,pmartinez,10.0.5.29,WORKSTATION-012,FAILED,password,147
2026-02-23 12:15:17,mwilson,10.0.3.57,SERVER-01,SUCCESS,password,174
2026-02-14 02:36:20,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-08 17:07:03,rbrown,10.0.2.208,WORKSTATION-017,SUCCESS,password,354
2026-03-19 17:08:55,tjohnson,10.0.0.8,WORKSTATION-002,SUCCESS,password,270
2026-03-08 14:22:46,jsmith,10.0.5.27,WORKSTATION-009,FAILED,password,328
2026-01-13 09:24:32,klee,10.0.0.195,WORKSTATION-010,SUCCESS,password,103
2026-03-28 12:52:24,tjohnson,10.0.5.29,WORKSTATION-004,FAILED,password,207
2026-01-31 12:45:17,rbrown,10.0.1.179,SERVER-02,SUCCESS,password,307
2026-01-14 14:58:03,adavis,10.0.0.8,SERVER-02,SUCCESS,password,147
2026-03-27 13:59:01,pmartinez,10.0.5.167,WORKSTATION-002,SUCCESS,password,271
2026-02-19 15:26:43,swang,10.0.3.57,WORKSTATION-014,SUCCESS,password,307
2026-02-14 02:35:00,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-27 09:23:52,hgarcia,10.0.1.130,WORKSTATION-006,SUCCESS,password,284
2026-03-20 10:42:44,rbrown,10.0.3.151,WORKSTATION-003,SUCCESS,password,296
2026-02-18 13:03:06,adavis,10.0.5.167,WORKSTATION-008,SUCCESS,password,254
2026-01-05 17:53:42,hgarcia,10.0.0.56,WORKSTATION-016,SUCCESS,password,361
2026-03-02 08:55:22,pmartinez,10.0.5.29,WORKSTATION-016,SUCCESS,password,276
2026-03-06 14:46:10,rbrown,10.0.5.140,WORKSTATION-005,FAILED,password,353
2026-02-07 16:25:35,adavis,10.0.1.130,WORKSTATION-009,SUCCESS,password,86
2026-02-20 08:47:45,tjohnson,10.0.2.63,WORKSTATION-003,SUCCESS,password,366
2026-02-20 12:44:59,cnguyen,10.0.4.7,WORKSTATION-015,FAILED,password,247
2026-02-10 16:34:25,mwilson,10.0.2.63,WORKSTATION-012,SUCCESS,password,189
2026-02-03 10:03:16,pmartinez,10.0.3.57,WORKSTATION-004,SUCCESS,password,285
2026-02-25 08:16:11,cnguyen,10.0.5.167,WORKSTATION-017,SUCCESS,password,117
2026-01-04 14:56:56,cnguyen,10.0.1.130,SERVER-04,SUCCESS,password,323
2026-02-23 08:53:24,tjohnson,10.0.3.151,WORKSTATION-014,FAILED,password,431
2026-02-01 15:17:55,rbrown,10.0.1.179,WORKSTATION-018,SUCCESS,password,351
2026-01-01 11:13:17,cnguyen,10.0.2.63,WORKSTATION-019,SUCCESS,password,354
2026-01-27 13:52:29,tjohnson,10.0.3.151,WORKSTATION-013,SUCCESS,password,143
2026-02-18 12:53:10,swang,10.0.0.8,MAILSERVER-01,FAILED,password,231
2026-03-23 16:11:18,mwilson,10.0.1.36,WORKSTATION-016,SUCCESS,password,212
2026-02-28 09:12:28,cnguyen,10.0.4.23,MAILSERVER-01,SUCCESS,password,328
2026-02-14 02:31:05,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-23 08:35:26,klee,10.0.2.63,WORKSTATION-008,FAILED,password,138
2026-01-15 08:23:00,pmartinez,10.0.5.167,WORKSTATION-003,SUCCESS,password,418
2026-01-29 10:49:29,swang,10.0.0.195,SERVER-05,SUCCESS,password,333
2026-01-22 15:38:30,adavis,10.0.3.57,WORKSTATION-006,SUCCESS,password,290
2026-01-22 15:13:55,swang,10.0.1.130,WORKSTATION-010,FAILED,password,87
2026-03-16 11:58:54,pmartinez,10.0.2.63,WORKSTATION-010,SUCCESS,password,358
2026-02-14 02:32:45,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-14 14:11:17,pmartinez,10.0.5.140,WORKSTATION-008,FAILED,password,118
2026-01-16 14:40:00,jsmith,10.0.2.63,MAILSERVER-01,SUCCESS,password,387
2026-03-16 12:18:20,mwilson,10.0.1.36,WORKSTATION-001,SUCCESS,password,300
2026-01-16 14:01:15,hgarcia,10.0.0.190,WORKSTATION-005,SUCCESS,password,162
2026-01-05 11:26:40,adavis,10.0.1.179,WORKSTATION-015,SUCCESS,password,335
2026-01-26 09:46:04,tjohnson,10.0.5.29,WORKSTATION-017,SUCCESS,password,377
2026-02-10 16:58:30,rbrown,10.0.2.208,FILESERVER-01,SUCCESS,password,191
2026-02-14 02:32:15,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-06 12:19:15,klee,10.0.1.36,WORKSTATION-002,SUCCESS,password,361
2026-02-13 10:43:04,klee,10.0.5.190,WORKSTATION-006,SUCCESS,password,141
2026-01-26 17:09:05,adavis,10.0.4.51,WORKSTATION-010,SUCCESS,password,225
2026-03-31 11:51:09,swang,10.0.2.208,WORKSTATION-011,SUCCESS,password,404
2026-02-14 02:36:15,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-29 11:31:14,hgarcia,10.0.0.8,WORKSTATION-014,SUCCESS,password,279
2026-02-10 11:26:32,mwilson,10.0.1.179,WORKSTATION-016,FAILED,password,111
2026-03-25 17:40:27,rbrown,10.0.5.190,SERVER-01,SUCCESS,password,185
2026-01-03 08:15:30,mwilson,10.0.1.179,DC-01,SUCCESS,password,292
2026-03-10 09:48:22,rbrown,10.0.2.208,WORKSTATION-016,SUCCESS,password,421
2026-02-24 16:32:26,pmartinez,10.0.1.36,WORKSTATION-001,SUCCESS,password,363
2026-01-26 10:01:25,klee,10.0.5.140,WORKSTATION-018,SUCCESS,password,207
2026-02-07 09:24:16,rbrown,10.0.2.208,SERVER-05,SUCCESS,password,344
2026-02-25 17:42:24,pmartinez,10.0.1.130,WORKSTATION-001,SUCCESS,password,246
2026-01-13 08:54:10,adavis,10.0.1.36,WORKSTATION-014,FAILED,password,327
2026-02-24 12:34:44,pmartinez,10.0.3.57,WORKSTATION-007,SUCCESS,password,358
2026-01-19 14:25:01,mwilson,10.0.1.179,WORKSTATION-007,SUCCESS,password,299
2026-03-03 14:53:17,adavis,10.0.0.190,WORKSTATION-001,SUCCESS,password,146
2026-02-27 16:50:26,hgarcia,10.0.1.36,WORKSTATION-014,SUCCESS,password,370
2026-03-30 15:42:31,hgarcia,10.0.5.29,WORKSTATION-001,SUCCESS,password,290
2026-02-02 15:25:26,cnguyen,10.0.1.36,WORKSTATION-011,SUCCESS,password,420
2026-03-24 05:26:48,admin,89.135.22.187,MAILSERVER-01,SUCCESS,password,3389
2026-01-09 11:07:35,klee,10.0.5.167,SERVER-01,SUCCESS,password,396
2026-01-12 13:28:15,jsmith,10.0.1.179,SERVER-01,SUCCESS,password,100
2026-03-07 08:15:47,hgarcia,10.0.0.190,WORKSTATION-013,SUCCESS,password,356
2026-03-23 09:52:42,jsmith,10.0.0.190,DC-01,SUCCESS,password,150
2026-03-31 10:11:59,cnguyen,10.0.0.190,WORKSTATION-018,SUCCESS,password,415
2026-01-25 09:46:00,rbrown,10.0.0.190,WORKSTATION-013,SUCCESS,password,294
2026-01-30 10:51:29,tjohnson,10.0.0.190,WORKSTATION-018,SUCCESS,password,293
2026-01-10 16:54:07,swang,10.0.0.56,WORKSTATION-003,SUCCESS,password,219
2026-02-14 02:35:20,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-18 10:28:10,jsmith,10.0.4.109,WORKSTATION-003,SUCCESS,password,223
2026-03-07 11:24:37,jsmith,10.0.1.36,WORKSTATION-011,SUCCESS,password,212
2026-02-05 10:16:49,mwilson,10.0.1.36,WORKSTATION-019,SUCCESS,password,139
2026-02-27 13:32:53,klee,10.0.3.151,WORKSTATION-018,SUCCESS,password,368
2026-02-11 17:38:41,tjohnson,10.0.1.130,WORKSTATION-015,SUCCESS,password,425
2026-01-17 11:51:12,mwilson,10.0.5.27,WORKSTATION-002,SUCCESS,password,429
2026-01-26 15:29:16,jsmith,10.0.4.109,MAILSERVER-01,SUCCESS,password,111
2026-02-07 10:31:02,cnguyen,10.0.5.27,WORKSTATION-017,FAILED,password,249
2026-03-08 11:23:27,swang,10.0.2.63,SERVER-03,FAILED,password,399
2026-02-14 02:35:55,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-31 08:14:13,swang,10.0.0.195,WORKSTATION-016,SUCCESS,password,118
2026-03-14 17:33:28,rbrown,10.0.5.167,WORKSTATION-006,SUCCESS,password,91
2026-03-30 01:38:41,jsmith,109.174.142.40,SERVER-05,SUCCESS,password,3389
2026-02-02 08:48:42,jsmith,10.0.4.51,SERVER-05,SUCCESS,password,133
2026-03-24 14:22:59,hgarcia,10.0.5.190,WORKSTATION-006,SUCCESS,password,242
2026-02-14 02:33:25,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-18 17:08:36,pmartinez,10.0.4.109,MAILSERVER-01,SUCCESS,password,218
2026-03-12 16:57:15,adavis,10.0.0.195,WORKSTATION-017,SUCCESS,password,274
2026-02-02 08:03:22,hgarcia,10.0.5.27,SERVER-04,SUCCESS,password,134
2026-03-21 13:28:00,adavis,10.0.0.8,WORKSTATION-007,SUCCESS,password,114
2026-02-05 13:58:18,mwilson,10.0.4.51,WORKSTATION-014,SUCCESS,password,427
2026-03-20 09:50:36,hgarcia,10.0.0.190,WORKSTATION-012,SUCCESS,password,418
2026-01-07 15:02:18,mwilson,10.0.4.23,WORKSTATION-002,SUCCESS,password,101
2026-02-09 13:52:55,swang,10.0.4.7,WORKSTATION-016,SUCCESS,password,389
2026-02-14 02:36:10,admin,185.220.101.45,DC-01,FAILED,password,22
2026-01-09 10:51:43,adavis,10.0.0.56,MAILSERVER-01,SUCCESS,password,388
2026-01-26 13:44:15,jsmith,10.0.0.190,SERVER-03,SUCCESS,password,237
2026-01-01 14:16:59,cnguyen,10.0.5.140,WORKSTATION-010,SUCCESS,password,364
2026-02-27 17:03:27,adavis,10.0.5.27,WORKSTATION-008,SUCCESS,password,241
2026-03-19 11:17:10,cnguyen,10.0.1.36,WORKSTATION-013,FAILED,password,320
2026-01-16 10:20:59,klee,10.0.4.109,WORKSTATION-012,FAILED,password,345
2026-02-07 09:23:14,tjohnson,10.0.5.29,WORKSTATION-011,FAILED,password,412
2026-01-07 14:55:47,rbrown,10.0.0.190,WORKSTATION-014,SUCCESS,password,119
2026-03-05 11:03:30,pmartinez,194.165.16.72,DC-01,FAILED,password,389
2026-03-07 11:17:41,tjohnson,10.0.5.167,WORKSTATION-017,SUCCESS,password,429
2026-03-01 14:40:27,mwilson,10.0.4.51,WORKSTATION-014,FAILED,password,276
2026-02-20 11:39:10,swang,10.0.0.190,WORKSTATION-012,SUCCESS,password,80
2026-02-24 17:23:51,mwilson,10.0.1.130,WORKSTATION-014,SUCCESS,password,240
2026-02-14 02:30:40,admin,185.220.101.45,DC-01,FAILED,password,22
2026-03-23 08:15:02,tjohnson,10.0.5.140,WORKSTATION-002,FAILED,password,440
2026-03-05 11:05:30,svc_backup,194.165.16.72,DC-01,FAILED,password,389
2026-01-10 13:34:57,rbrown,10.0.4.7,WORKSTATION-002,SUCCESS,password,177
2026-01-25 11:29:19,pmartinez,10.0.3.151,MAILSERVER-01,SUCCESS,password,379
2026-03-10 16:08:17,jsmith,10.0.0.190,WORKSTATION-002,SUCCESS,password,437
2026-03-13 11:19:55,adavis,10.0.0.190,WORKSTATION-015,SUCCESS,password,124
2026-03-01 16:18:45,cnguyen,10.0.1.179,WORKSTATION-002,FAILED,password,169
2026-02-19 16:28:31,rbrown,10.0.0.190,WORKSTATION-010,FAILED,password,178
2026-01-24 14:19:29,pmartinez,10.0.2.63,SERVER-04,SUCCESS,password,305
2026-03-12 11:42:16,mwilson,10.0.2.63,WORKSTATION-007,SUCCESS,password,132
2026-03-07 11:11:39,hgarcia,10.0.4.51,MAILSERVER-01,SUCCESS,password,247
2026-03-11 13:13:43,tjohnson,10.0.0.8,WORKSTATION-017,SUCCESS,password,106
2026-01-18 17:51:57,mwilson,10.0.5.190,SERVER-05,SUCCESS,password,290
2026-03-03 16:02:57,mwilson,10.0.0.195,WORKSTATION-005,SUCCESS,password,212
2026-03-16 16:24:29,swang,10.0.1.130,WORKSTATION-007,FAILED,password,202
2026-02-12 15:49:18,hgarcia,10.0.4.51,WORKSTATION-017,SUCCESS,password,162
2026-01-10 11:32:25,mwilson,10.0.1.130,FILESERVER-01,SUCCESS,password,436
2026-03-08 17:55:50,tjohnson,10.0.2.63,WORKSTATION-017,SUCCESS,password,440
2026-01-02 13:16:06,klee,10.0.2.63,WORKSTATION-011,SUCCESS,password,272
2026-01-14 16:31:11,mwilson,10.0.2.208,SERVER-02,FAILED,password,348
2026-01-12 16:22:49,cnguyen,10.0.4.23,WORKSTATION-015,SUCCESS,password,215
2026-02-14 02:32:30,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-01 20:11:31,admin,118.63.193.21,MAILSERVER-01,SUCCESS,password,3389
2026-02-12 08:12:54,pmartinez,10.0.3.151,WORKSTATION-010,SUCCESS,password,386
2026-02-14 02:34:35,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-09 17:13:58,hgarcia,10.0.0.190,WORKSTATION-018,SUCCESS,password,356
2026-01-04 13:56:49,swang,10.0.1.179,WORKSTATION-005,SUCCESS,password,158
2026-02-12 13:37:19,adavis,10.0.5.167,SERVER-04,SUCCESS,password,234
2026-02-10 17:44:56,mwilson,10.0.3.151,WORKSTATION-010,SUCCESS,password,360
2026-01-09 09:03:11,jsmith,10.0.0.8,WORKSTATION-018,SUCCESS,password,196
2026-02-05 15:45:09,cnguyen,10.0.5.167,WORKSTATION-006,SUCCESS,password,413
2026-03-16 17:38:25,hgarcia,10.0.1.130,WORKSTATION-001,SUCCESS,password,310
2026-03-27 08:09:10,adavis,10.0.1.179,WORKSTATION-002,SUCCESS,password,219
2026-03-28 22:15:14,jsmith,98.49.183.217,WORKSTATION-003,SUCCESS,password,3389
2026-02-28 16:18:29,cnguyen,10.0.3.151,SERVER-01,SUCCESS,password,439
2026-02-14 02:33:05,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-14 02:34:25,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-14 02:33:30,admin,185.220.101.45,DC-01,FAILED,password,22
2026-02-21 12:52:22,hgarcia,10.0.0.8,FILESERVER-01,SUCCESS,password,271
2026-02-10 13:46:07,tjohnson,10.0.3.57,SERVER-03,SUCCESS,password,187
2026-03-16 17:47:48,adavis,10.0.1.130,WORKSTATION-005,SUCCESS,password,359
2026-03-09 08:59:24,klee,10.0.4.51,WORKSTATION-014,FAILED,password,430
2026-02-15 15:56:02,cnguyen,10.0.0.190,SERVER-02,SUCCESS,password,440
2026-01-27 10:08:34,jsmith,10.0.0.8,FILESERVER-01,SUCCESS,password,418
2026-01-28 13:55:49,tjohnson,10.0.0.190,SERVER-02,SUCCESS,password,143
2026-02-17 09:06:15,klee,10.0.2.208,WORKSTATION-005,SUCCESS,password,269
2026-02-23 08:00:47,rbrown,10.0.0.8,WORKSTATION-007,SUCCESS,password,306
2026-02-16 11:06:01,hgarcia,10.0.4.23,WORKSTATION-006,SUCCESS,password,121
2026-01-14 12:20:38,hgarcia,10.0.4.23,WORKSTATION-016,SUCCESS,password,283
2026-01-09 15:54:27,mwilson,10.0.1.130,WORKSTATION-019,FAILED,password,128
2026-03-05 11:17:34,tjohnson,10.0.0.190,DC-01,FAILED,password,192
2026-02-06 21:59:47,jsmith,98.49.183.217,WORKSTATION-015,SUCCESS,password,3389
2026-01-18 17:05:53,adavis,10.0.0.8,MAILSERVER-01,SUCCESS,password,355
2026-02-24 11:23:35,hgarcia,10.0.0.56,WORKSTATION-003,SUCCESS,password,310
2026-01-07 11:57:41,jsmith,10.0.5.140,FILESERVER-01,SUCCESS,password,249
2026-03-05 11:05:00,admin,194.165.16.72,DC-01,FAILED,password,389
2026-01-31 09:31:47,pmartinez,10.0.5.29,WORKSTATION-004,SUCCESS,password,98
2026-03-05 11:01:00,mwilson,194.165.16.72,DC-01,FAILED,password,389
2026-02-13 17:30:18,cnguyen,10.0.0.190,WORKSTATION-008,SUCCESS,password,224
2026-02-26 11:52:55,tjohnson,10.0.4.109,WORKSTATION-011,SUCCESS,password,385
2026-01-23 11:53:15,tjohnson,10.0.1.179,WORKSTATION-012,SUCCESS,password,134
